9180	67773.7734	666814.375	1163188.87	52261.8555	379245.156	501727.031
9210	67865.6484	662259.313	1149425.38	52350.0703	379326.031	501612.844
9240	67969.4219	677764.563	1153472.12	52431.4258	379412.094	501478.656
9270	68074.7422	678714.188	1148738.88	52524.2227	379639.094	500979.594
9300	68169.6484	679046.813	1151984	52612.7852	379653.187	500617.094
9330	68261.75	679536.688	1150825.62	52701.1289	379819.656	500586.781
9360	68373.5547	679375.75	1151848.25	52791.5742	379902.063	500569.906
9390	68477.1719	679899.812	1158524.63	52871.4727	379887.812	500258.063
9420	68576.6875	680049.313	1152658.87	52961.6953	380085.594	500235.219
9450	68668.0469	680122.5	1155021.38	53052.2148	380194	500163.844
9480	68766.1172	680305.562	1159125.37	53131.7539	380103	500427.781
9510	68882.1797	680419.437	1164364.37	53226.4375	380329.219	500160.844
9540	68966.8359	680575.25	1157029.75	53311.8867	380371.906	500014.375
9570	69068.7031	680775.5	1158123.5	53398.7227	380408.875	499699.5
9600	69173.6875	680897.75	1156848	53489.9219	380370.5	499207.344
9630	69266.8359	681260.5	1159276.62	53576.5352	380349.625	498885.406
9660	69356.4141	681480.188	1154128.88	53667.75	380401.844	498642.812
9690	69445.1016	681539.375	1153321.75	53755.9336	380322.531	498509.281
9720	69557.4688	681417.063	1164409.25	53837.082	380428.875	498261.5
9750	69652.7812	681829	1155598.5	53933.3203	380360.125	497961.563
9780	69753.5625	681779	1164912.75	54025.4961	380315.656	497718.25
9810	69855.3438	678251.687	1167975.37	54103.7461	380227.375	497389.781
9840	69942.8594	668593.375	1161207.25	54198.4766	380042.562	497008.313
9870	70032.0547	680890.438	1166654	54286.8047	379894.906	496846.813
9900	70131.6563	682200.625	1163721.75	54373.5195	380098.313	496741.219
9930	70229.8984	682331.187	1163064	54472.1836	379879	496697.187
9960	70336.6172	683029.063	1170373.63	54552.1602	380009.594	496704.656
9990	70427.2656	682854.813	1164497.25	54643.2266	379874	496732.125
10020	70517.2422	683009	1165399.88	54739.668	379741.969	496587.438
10050	70618.1953	683690.438	1165192	54823.3906	379941.75	496781.25
10080	70717.4922	684133.25	1169710.88	54912.9336	379880.594	496937
10110	70816.6953	683241.5	1172196	55004.7773	379813.25	497105.313
10140	70910.6172	678801.937	1186264.13	55093.8164	379847.937	497316
10170	71002.375	677339	1184512.5	55193.6836	379671.25	497458.469
10200	71105.6484	682805.125	1184337.13	55281.0898	379802.813	497865.656
10230	71202.2812	683018.688	1178228.88	55370.1172	379531.656	498071.125
10260	71301.2187	683636.563	1173542	55466.5	379518.719	498065.719
10290	71393.2891	683840.375	1177333.62	55558.7656	379471.531	498199.344
10320	71490.8906	684027.25	1169461.87	55649.3594	379332.75	498267.438
10350	71586.4531	683781.312	1173195.62	55743.4219	379155.594	498205.437
10380	71692.9609	684131.812	1172190.38	55827.2891	379047.75	498194.063
10410	71784.4297	683885.25	1174260.63	55928.8555	378960.313	498586.312
10440	71871.3828	684100.125	1178647.5	56017.9492	378831.813	498904.625
10470	71977.1562	684085.25	1181961.88	56103.3906	378553.531	499122.594
10500	72064.5234	684714.625	1185044.75	56203.0273	378415.687	499444.75
10530	72169.8672	684535.875	1190254.25	56291.7109	378286.062	499149.906
10560	72267.2109	684335.313	1190637	56390.0898	378367.531	498862.469
10590	72369.6094	684421.875	1189033	56483.7031	378055	498986.469
10620	72462.7734	684755.75	1194267.25	56571.7656	378002	498920.156
10650	72561.1875	684281.25	1186876.63	56676.8008	377778.969	498662.344
10680	72655.2188	683874.563	1183411.25	56773.0078	377682.813	499031.125
10710	72756.2188	684316.562	1187748.63	56863.0156	377513.469	499230.094
10740	72852.1172	684521.25	1184061.25	56964.4609	377451.188	499543.531
10770	72946.4688	684965.187	1186945.5	57057.3633	377262.656	499914.531
10800	73060.1406	685051	1186362.87	57153.2656	377178.531	500225.25
10830	73136.4375	683924.063	1192144.25	57248.1523	377011.781	500408.906
10860	73239.8438	680562.75	1188867.87	57343.3125	376940.219	500689.437
10890	73339.3906	673446.875	1188327.87	57430.4805	376929.031	500932.469
10920	73443.7031	668974.312	1195311	57529.6562	376897.219	501477.312
10950	73533.2969	684639.062	1193726.25	57622.0195	376761.438	501733.031
10980	73618.0547	685383.937	1197404.5	57726.5586	376709.75	502115.125
11010	73737.9453	685953.563	1199140.75	57817.6953	376751.875	502336.531
11040	73831.8984	686026.188	1203170.75	57909.6094	376743.156	502688.437
11070	73919.1875	686058.438	1200181.75	58014.7187	376849.063	502931.844
11100	74024.5	686008.563	1201551.75	58104.3242	376804.094	503215.594
11130	74122.9922	686819.188	1194794.5	58213.7617	376655.563	503753.875
11160	74223.7422	686834.25	1181956.5	58306.0781	376885.437	503986.406
11190	74308.2188	685466.25	1188376.13	58410.2969	376862.375	504250.062
11220	74412.6562	682219.125	1194394.75	58503.4375	376807.063	504104.781
11250	74507	678142.063	1195706.5	58613.3008	376751.875	503990.25
11280	74613.4453	686458.75	1199472.13	58711.043	376773	504075.219
11310	74705.5547	687314.625	1204929.75	58830.0977	376786.406	504127.906
11340	74812.3359	687432.25	1201927.63	58935.8516	376620.844	504078.594
11370	74915.2422	687513.75	1193278	59043.6094	376504.781	504508.844
11400	75017.7188	687814.25	1197117.25	59157.6719	376316.656	504527.531
11430	75118.6328	693196.687	1199055.88	59263.7305	376337.281	504514.281
11460	75229.6406	699314.125	1207597.25	59386.6562	376272.906	504831.375
11490	75324.6563	690103.688	1198129.13	59504.0273	376111.438	504990.938
11520	75444.5703	687292.938	1195101.25	59625.8594	376093.875	505211.469
11550	75537.4531	687532.25	1191105.63	59748.0195	376053.875	505568.219
11580	75658.7422	687828.187	1202096.38	59864.9688	376159.906	505926.281
11610	75762.1094	687696.625	1202746.5	59992.3945	376163	505966.187
11640	75880.6641	688565.187	1195587.87	60123.6133	376067.937	505610.281
11670	75978.3437	686397.688	1194454.87	60253.3125	376093.438	504902.344
11700	76099.6172	675784.313	1196816.13	60375.2109	376015.281	504455.406
11730	76217.8281	671913.75	1191499.63	60515.1289	375868.156	504227.437
11760	76314.2578	687431.313	1197465.88	60648.0977	375852.562	503917.687
11790	76426.2187	688357.563	1196603.87	60800.1445	375936.594	503473.531
11820	76548.4219	689100.687	1201439.75	60937.4883	376039.375	502971.438
11850	76668.2656	689052.125	1198232.87	61076.0273	375970.313	502474.375
11880	76772.1641	689273.125	1196438.5	61230.6562	375972.469	502141.188
11910	76900.0078	689492.563	1197806.62	61376.957	376117.656	501939.719
11940	77021.6406	689359.875	1202418.37	61523.1797	376000.5	501544.531
